sweep,iteration,magnetization,magnetization_per_site,abs_magnetization_per_site,energy_per_site,acceptance_rate
378,96768,232,0.9062500000,0.9062500000,-1.6562500000,0.0625000000
379,97024,232,0.9062500000,0.9062500000,-1.6875000000,0.0937500000
380,97280,246,0.9609375000,0.9609375000,-1.8437500000,0.0585937500
381,97536,242,0.9453125000,0.9453125000,-1.7968750000,0.0312500000
382,97792,240,0.9375000000,0.9375000000,-1.8125000000,0.0742187500
383,98048,246,0.9609375000,0.9609375000,-1.8593750000,0.0351562500
384,98304,244,0.9531250000,0.9531250000,-1.8281250000,0.0429687500
385,98560,236,0.9218750000,0.9218750000,-1.7500000000,0.0781250000
386,98816,234,0.9140625000,0.9140625000,-1.7500000000,0.1054687500
387,99072,220,0.8593750000,0.8593750000,-1.6093750000,0.0742187500
388,99328,232,0.9062500000,0.9062500000,-1.7656250000,0.1328125000
389,99584,232,0.9062500000,0.9062500000,-1.7500000000,0.0468750000
390,99840,214,0.8359375000,0.8359375000,-1.5156250000,0.1132812500
391,100096,224,0.8750000000,0.8750000000,-1.6250000000,0.1523437500
392,100352,222,0.8671875000,0.8671875000,-1.5937500000,0.1132812500
393,100608,234,0.9140625000,0.9140625000,-1.6875000000,0.1171875000
394,100864,238,0.9296875000,0.9296875000,-1.7656250000,0.0781250000
395,101120,242,0.9453125000,0.9453125000,-1.7968750000,0.0468750000
396,101376,238,0.9296875000,0.9296875000,-1.7968750000,0.0781250000
397,101632,246,0.9609375000,0.9609375000,-1.8906250000,0.0781250000
398,101888,246,0.9609375000,0.9609375000,-1.8906250000,0.0546875000
399,102144,242,0.9453125000,0.9453125000,-1.8281250000,0.0468750000
400,102400,242,0.9453125000,0.9453125000,-1.8125000000,0.0625000000
401,102656,238,0.9296875000,0.9296875000,-1.7343750000,0.0703125000
402,102912,222,0.8671875000,0.8671875000,-1.5937500000,0.0937500000
403,103168,222,0.8671875000,0.8671875000,-1.5937500000,0.1093750000
404,103424,234,0.9140625000,0.9140625000,-1.7031250000,0.0937500000
405,103680,232,0.9062500000,0.9062500000,-1.6718750000,0.0820312500
406,103936,240,0.9375000000,0.9375000000,-1.7968750000,0.0859375000
407,104192,232,0.9062500000,0.9062500000,-1.7031250000,0.1015625000
408,104448,238,0.9296875000,0.9296875000,-1.7968750000,0.0742187500
409,104704,222,0.8671875000,0.8671875000,-1.6562500000,0.1015625000
410,104960,224,0.8750000000,0.8750000000,-1.6093750000,0.1445312500
411,105216,216,0.8437500000,0.8437500000,-1.5937500000,0.1171875000
412,105472,232,0.9062500000,0.9062500000,-1.7187500000,0.1015625000
413,105728,236,0.9218750000,0.9218750000,-1.7187500000,0.0703125000
414,105984,234,0.9140625000,0.9140625000,-1.7187500000,0.0898437500
415,106240,226,0.8828125000,0.8828125000,-1.6562500000,0.0859375000
416,106496,232,0.9062500000,0.9062500000,-1.7343750000,0.0976562500
417,106752,232,0.9062500000,0.9062500000,-1.7031250000,0.0546875000
418,107008,240,0.9375000000,0.9375000000,-1.7812500000,0.0625000000
419,107264,236,0.9218750000,0.9218750000,-1.7343750000,0.0625000000
420,107520,242,0.9453125000,0.9453125000,-1.8125000000,0.0664062500
421,107776,236,0.9218750000,0.9218750000,-1.7656250000,0.0976562500
422,108032,242,0.9453125000,0.9453125000,-1.8437500000,0.0898437500
423,108288,244,0.9531250000,0.9531250000,-1.8281250000,0.0351562500
424,108544,240,0.9375000000,0.9375000000,-1.7968750000,0.0703125000
425,108800,240,0.9375000000,0.9375000000,-1.7500000000,0.0625000000
426,109056,238,0.9296875000,0.9296875000,-1.7343750000,0.0820312500
427,109312,228,0.8906250000,0.8906250000,-1.6250000000,0.1054687500
428,109568,226,0.8828125000,0.8828125000,-1.6250000000,0.0976562500
429,109824,242,0.9453125000,0.9453125000,-1.7812500000,0.0859375000
430,110080,240,0.9375000000,0.9375000000,-1.7968750000,0.0507812500
431,110336,238,0.9296875000,0.9296875000,-1.7500000000,0.0664062500
432,110592,242,0.9453125000,0.9453125000,-1.7812500000,0.0625000000
433,110848,248,0.9687500000,0.9687500000,-1.8750000000,0.0585937500
434,111104,246,0.9609375000,0.9609375000,-1.8437500000,0.0585937500
435,111360,238,0.9296875000,0.9296875000,-1.7343750000,0.0625000000
436,111616,236,0.9218750000,0.9218750000,-1.7187500000,0.0585937500
437,111872,230,0.8984375000,0.8984375000,-1.7031250000,0.0976562500
438,112128,234,0.9140625000,0.9140625000,-1.7187500000,0.0859375000
439,112384,242,0.9453125000,0.9453125000,-1.8125000000,0.0625000000
440,112640,242,0.9453125000,0.9453125000,-1.7968750000,0.0625000000
441,112896,230,0.8984375000,0.8984375000,-1.6875000000,0.0312500000
442,113152,234,0.9140625000,0.9140625000,-1.6875000000,0.0703125000
443,113408,242,0.9453125000,0.9453125000,-1.8281250000,0.0468750000
444,113664,240,0.9375000000,0.9375000000,-1.7812500000,0.0507812500
445,113920,232,0.9062500000,0.9062500000,-1.6718750000,0.1015625000
446,114176,234,0.9140625000,0.9140625000,-1.7031250000,0.0664062500
447,114432,234,0.9140625000,0.9140625000,-1.7343750000,0.0625000000
448,114688,234,0.9140625000,0.9140625000,-1.7187500000,0.1250000000
449,114944,232,0.9062500000,0.9062500000,-1.7031250000,0.0585937500
450,115200,234,0.9140625000,0.9140625000,-1.7031250000,0.0898437500
451,115456,238,0.9296875000,0.9296875000,-1.7500000000,0.0625000000
452,115712,234,0.9140625000,0.9140625000,-1.7031250000,0.0937500000
453,115968,224,0.8750000000,0.8750000000,-1.6093750000,0.1054687500
454,116224,228,0.8906250000,0.8906250000,-1.6093750000,0.0703125000
455,116480,230,0.8984375000,0.8984375000,-1.6250000000,0.0585937500
456,116736,214,0.8359375000,0.8359375000,-1.5312500000,0.1093750000
457,116992,236,0.9218750000,0.9218750000,-1.7343750000,0.1210937500
458,117248,236,0.9218750000,0.9218750000,-1.8281250000,0.0468750000
459,117504,238,0.9296875000,0.9296875000,-1.7968750000,0.0664062500
460,117760,232,0.9062500000,0.9062500000,-1.7343750000,0.0742187500
461,118016,228,0.8906250000,0.8906250000,-1.7500000000,0.0859375000
462,118272,236,0.9218750000,0.9218750000,-1.7812500000,0.0625000000
463,118528,226,0.8828125000,0.8828125000,-1.6875000000,0.0507812500
464,118784,226,0.8828125000,0.8828125000,-1.7500000000,0.0859375000
465,119040,224,0.8750000000,0.8750000000,-1.7187500000,0.1445312500
466,119296,216,0.8437500000,0.8437500000,-1.5625000000,0.1171875000
467,119552,226,0.8828125000,0.8828125000,-1.6562500000,0.1289062500
468,119808,236,0.9218750000,0.9218750000,-1.7343750000,0.0820312500
469,120064,228,0.8906250000,0.8906250000,-1.6562500000,0.1015625000
470,120320,248,0.9687500000,0.9687500000,-1.8750000000,0.0781250000
471,120576,250,0.9765625000,0.9765625000,-1.9375000000,0.0273437500
472,120832,244,0.9531250000,0.9531250000,-1.8593750000,0.0429687500
473,121088,230,0.8984375000,0.8984375000,-1.6875000000,0.0820312500
474,121344,238,0.9296875000,0.9296875000,-1.7656250000,0.1015625000
475,121600,242,0.9453125000,0.9453125000,-1.7968750000,0.0703125000
476,121856,248,0.9687500000,0.9687500000,-1.8750000000,0.0351562500
477,122112,244,0.9531250000,0.9531250000,-1.8437500000,0.0390625000
478,122368,240,0.9375000000,0.9375000000,-1.7968750000,0.0468750000
479,122624,244,0.9531250000,0.9531250000,-1.8281250000,0.0781250000
480,122880,238,0.9296875000,0.9296875000,-1.7812500000,0.0742187500
481,123136,246,0.9609375000,0.9609375000,-1.8437500000,0.0625000000
482,123392,244,0.9531250000,0.9531250000,-1.8593750000,0.0273437500
483,123648,240,0.9375000000,0.9375000000,-1.7812500000,0.0546875000
484,123904,230,0.8984375000,0.8984375000,-1.7656250000,0.0820312500
485,124160,236,0.9218750000,0.9218750000,-1.7812500000,0.0742187500
486,124416,228,0.8906250000,0.8906250000,-1.7187500000,0.0546875000
487,124672,242,0.9453125000,0.9453125000,-1.7812500000,0.0898437500
488,124928,232,0.9062500000,0.9062500000,-1.7343750000,0.0742187500
489,125184,224,0.8750000000,0.8750000000,-1.6250000000,0.1015625000
490,125440,228,0.8906250000,0.8906250000,-1.6250000000,0.0937500000
491,125696,242,0.9453125000,0.9453125000,-1.7812500000,0.0898437500
492,125952,238,0.9296875000,0.9296875000,-1.7812500000,0.0781250000
493,126208,240,0.9375000000,0.9375000000,-1.8125000000,0.0898437500
494,126464,248,0.9687500000,0.9687500000,-1.9218750000,0.0546875000
495,126720,240,0.9375000000,0.9375000000,-1.7500000000,0.0625000000
496,126976,244,0.9531250000,0.9531250000,-1.8437500000,0.0625000000
497,127232,246,0.9609375000,0.9609375000,-1.8750000000,0.0429687500
498,127488,246,0.9609375000,0.9609375000,-1.8437500000,0.0468750000
499,127744,250,0.9765625000,0.9765625000,-1.9062500000,0.0312500000
500,128000,242,0.9453125000,0.9453125000,-1.7968750000,0.0468750000
501,128256,244,0.9531250000,0.9531250000,-1.8281250000,0.0273437500
502,128512,230,0.8984375000,0.8984375000,-1.6718750000,0.0664062500
503,128768,240,0.9375000000,0.9375000000,-1.8125000000,0.0742187500
504,129024,226,0.8828125000,0.8828125000,-1.7343750000,0.0664062500
505,129280,230,0.8984375000,0.8984375000,-1.7187500000,0.0703125000
506,129536,228,0.8906250000,0.8906250000,-1.6406250000,0.0898437500
507,129792,228,0.8906250000,0.8906250000,-1.6718750000,0.0625000000
508,130048,240,0.9375000000,0.9375000000,-1.7968750000,0.0937500000
509,130304,226,0.8828125000,0.8828125000,-1.6562500000,0.1054687500
510,130560,234,0.9140625000,0.9140625000,-1.7343750000,0.1250000000
511,130816,244,0.9531250000,0.9531250000,-1.8125000000,0.0507812500
512,131072,242,0.9453125000,0.9453125000,-1.7968750000,0.0195312500
513,131328,238,0.9296875000,0.9296875000,-1.7343750000,0.0703125000
514,131584,240,0.9375000000,0.9375000000,-1.7656250000,0.0351562500
515,131840,244,0.9531250000,0.9531250000,-1.8281250000,0.0468750000
516,132096,244,0.9531250000,0.9531250000,-1.8281250000,0.0390625000
517,132352,238,0.9296875000,0.9296875000,-1.7343750000,0.0664062500
518,132608,230,0.8984375000,0.8984375000,-1.6250000000,0.0703125000
519,132864,244,0.9531250000,0.9531250000,-1.8281250000,0.0742187500
520,133120,244,0.9531250000,0.9531250000,-1.8593750000,0.0312500000
521,133376,234,0.9140625000,0.9140625000,-1.7500000000,0.0507812500
522,133632,230,0.8984375000,0.8984375000,-1.7031250000,0.0703125000
523,133888,230,0.8984375000,0.8984375000,-1.6406250000,0.0703125000
524,134144,236,0.9218750000,0.9218750000,-1.7343750000,0.0664062500
525,134400,238,0.9296875000,0.9296875000,-1.7656250000,0.0429687500
526,134656,246,0.9609375000,0.9609375000,-1.8593750000,0.0703125000
527,134912,240,0.9375000000,0.9375000000,-1.7500000000,0.0820312500
528,135168,250,0.9765625000,0.9765625000,-1.9062500000,0.0507812500
529,135424,246,0.9609375000,0.9609375000,-1.8750000000,0.0625000000
530,135680,240,0.9375000000,0.9375000000,-1.7656250000,0.0664062500
531,135936,222,0.8671875000,0.8671875000,-1.5625000000,0.1054687500
532,136192,226,0.8828125000,0.8828125000,-1.6875000000,0.1015625000
533,136448,232,0.9062500000,0.9062500000,-1.7343750000,0.0585937500
534,136704,220,0.8593750000,0.8593750000,-1.6718750000,0.0781250000
535,136960,222,0.8671875000,0.8671875000,-1.6406250000,0.0976562500
536,137216,214,0.8359375000,0.8359375000,-1.5937500000,0.1328125000
537,137472,218,0.8515625000,0.8515625000,-1.6093750000,0.0937500000
538,137728,232,0.9062500000,0.9062500000,-1.6562500000,0.0976562500
539,137984,230,0.8984375000,0.8984375000,-1.7187500000,0.0742187500
540,138240,244,0.9531250000,0.9531250000,-1.8281250000,0.0585937500
541,138496,248,0.9687500000,0.9687500000,-1.8906250000,0.0468750000
542,138752,244,0.9531250000,0.9531250000,-1.8281250000,0.0625000000
543,139008,240,0.9375000000,0.9375000000,-1.7500000000,0.0546875000
544,139264,222,0.8671875000,0.8671875000,-1.6093750000,0.1289062500
545,139520,236,0.9218750000,0.9218750000,-1.7500000000,0.0820312500
546,139776,226,0.8828125000,0.8828125000,-1.6406250000,0.0585937500
547,140032,216,0.8437500000,0.8437500000,-1.5937500000,0.1367187500
548,140288,224,0.8750000000,0.8750000000,-1.6406250000,0.1250000000
549,140544,226,0.8828125000,0.8828125000,-1.6875000000,0.0976562500
550,140800,228,0.8906250000,0.8906250000,-1.6718750000,0.0976562500
551,141056,230,0.8984375000,0.8984375000,-1.7187500000,0.1054687500
552,141312,216,0.8437500000,0.8437500000,-1.5468750000,0.0898437500
553,141568,226,0.8828125000,0.8828125000,-1.7187500000,0.1054687500
554,141824,214,0.8359375000,0.8359375000,-1.5781250000,0.1171875000
555,142080,228,0.8906250000,0.8906250000,-1.6875000000,0.1210937500
556,142336,228,0.8906250000,0.8906250000,-1.7031250000,0.1171875000
557,142592,214,0.8359375000,0.8359375000,-1.5937500000,0.1445312500
558,142848,212,0.8281250000,0.8281250000,-1.5312500000,0.1523437500
559,143104,224,0.8750000000,0.8750000000,-1.5781250000,0.1093750000
560,143360,238,0.9296875000,0.9296875000,-1.7812500000,0.0429687500
561,143616,234,0.9140625000,0.9140625000,-1.7656250000,0.0468750000
562,143872,242,0.9453125000,0.9453125000,-1.7968750000,0.0625000000
563,144128,244,0.9531250000,0.9531250000,-1.8281250000,0.0273437500
564,144384,234,0.9140625000,0.9140625000,-1.7343750000,0.1054687500
565,144640,220,0.8593750000,0.8593750000,-1.6406250000,0.1289062500
566,144896,244,0.9531250000,0.9531250000,-1.8281250000,0.1093750000
567,145152,246,0.9609375000,0.9609375000,-1.8437500000,0.0507812500
568,145408,238,0.9296875000,0.9296875000,-1.7656250000,0.0625000000
569,145664,246,0.9609375000,0.9609375000,-1.8437500000,0.0625000000
570,145920,240,0.9375000000,0.9375000000,-1.7968750000,0.0585937500
571,146176,246,0.9609375000,0.9609375000,-1.8593750000,0.0507812500
572,146432,250,0.9765625000,0.9765625000,-1.9218750000,0.0390625000
573,146688,246,0.9609375000,0.9609375000,-1.8593750000,0.0468750000
574,146944,246,0.9609375000,0.9609375000,-1.8906250000,0.0546875000
575,147200,240,0.9375000000,0.9375000000,-1.7812500000,0.0429687500
576,147456,236,0.9218750000,0.9218750000,-1.7500000000,0.0468750000
577,147712,240,0.9375000000,0.9375000000,-1.8125000000,0.0546875000
578,147968,234,0.9140625000,0.9140625000,-1.6875000000,0.0664062500
579,148224,234,0.9140625000,0.9140625000,-1.7656250000,0.0859375000
580,148480,220,0.8593750000,0.8593750000,-1.6406250000,0.0585937500
581,148736,220,0.8593750000,0.8593750000,-1.6250000000,0.0937500000
582,148992,214,0.8359375000,0.8359375000,-1.6250000000,0.1210937500
583,149248,208,0.8125000000,0.8125000000,-1.6093750000,0.1367187500
584,149504,222,0.8671875000,0.8671875000,-1.6562500000,0.1445312500
585,149760,218,0.8515625000,0.8515625000,-1.6250000000,0.1171875000
586,150016,226,0.8828125000,0.8828125000,-1.7031250000,0.1015625000
587,150272,238,0.9296875000,0.9296875000,-1.7812500000,0.1171875000
588,150528,242,0.9453125000,0.9453125000,-1.8750000000,0.0546875000
589,150784,246,0.9609375000,0.9609375000,-1.8750000000,0.0625000000
590,151040,246,0.9609375000,0.9609375000,-1.8437500000,0.0546875000
591,151296,246,0.9609375000,0.9609375000,-1.8750000000,0.0468750000
592,151552,248,0.9687500000,0.9687500000,-1.8750000000,0.0273437500
593,151808,252,0.9843750000,0.9843750000,-1.9375000000,0.0390625000
594,152064,254,0.9921875000,0.9921875000,-1.9687500000,0.0117187500
595,152320,246,0.9609375000,0.9609375000,-1.8750000000,0.0390625000
596,152576,248,0.9687500000,0.9687500000,-1.8750000000,0.0351562500
597,152832,230,0.8984375000,0.8984375000,-1.6718750000,0.0742187500
598,153088,236,0.9218750000,0.9218750000,-1.7343750000,0.0742187500
599,153344,236,0.9218750000,0.9218750000,-1.7343750000,0.0546875000
600,153600,234,0.9140625000,0.9140625000,-1.7031250000,0.0664062500
601,153856,244,0.9531250000,0.9531250000,-1.8281250000,0.0820312500
602,154112,246,0.9609375000,0.9609375000,-1.9062500000,0.0664062500
603,154368,242,0.9453125000,0.9453125000,-1.8437500000,0.0546875000
604,154624,240,0.9375000000,0.9375000000,-1.7968750000,0.0742187500
605,154880,234,0.9140625000,0.9140625000,-1.7187500000,0.0664062500
606,155136,234,0.9140625000,0.9140625000,-1.7187500000,0.1093750000
607,155392,230,0.8984375000,0.8984375000,-1.6562500000,0.0859375000
608,155648,226,0.8828125000,0.8828125000,-1.6250000000,0.1093750000
609,155904,222,0.8671875000,0.8671875000,-1.6093750000,0.1015625000
610,156160,216,0.8437500000,0.8437500000,-1.4843750000,0.1132812500
611,156416,230,0.8984375000,0.8984375000,-1.7031250000,0.0898437500
612,156672,236,0.9218750000,0.9218750000,-1.7656250000,0.0820312500
613,156928,236,0.9218750000,0.9218750000,-1.7656250000,0.0625000000
614,157184,224,0.8750000000,0.8750000000,-1.7187500000,0.0703125000
615,157440,230,0.8984375000,0.8984375000,-1.7500000000,0.0976562500
616,157696,234,0.9140625000,0.9140625000,-1.7656250000,0.0625000000
617,157952,224,0.8750000000,0.8750000000,-1.5937500000,0.1132812500
618,158208,242,0.9453125000,0.9453125000,-1.7968750000,0.0820312500
619,158464,224,0.8750000000,0.8750000000,-1.5625000000,0.0664062500
620,158720,238,0.9296875000,0.9296875000,-1.7656250000,0.0976562500
621,158976,236,0.9218750000,0.9218750000,-1.8125000000,0.0585937500
622,159232,230,0.8984375000,0.8984375000,-1.6718750000,0.0820312500
623,159488,234,0.9140625000,0.9140625000,-1.7343750000,0.0937500000
624,159744,242,0.9453125000,0.9453125000,-1.8125000000,0.0859375000
625,160000,236,0.9218750000,0.9218750000,-1.7187500000,0.0664062500
626,160256,224,0.8750000000,0.8750000000,-1.5781250000,0.1250000000
627,160512,230,0.8984375000,0.8984375000,-1.6875000000,0.0664062500
628,160768,214,0.8359375000,0.8359375000,-1.5625000000,0.1328125000
629,161024,220,0.8593750000,0.8593750000,-1.7031250000,0.1523437500
630,161280,226,0.8828125000,0.8828125000,-1.7187500000,0.0820312500
631,161536,218,0.8515625000,0.8515625000,-1.7031250000,0.0703125000
632,161792,208,0.8125000000,0.8125000000,-1.6093750000,0.1210937500
633,162048,210,0.8203125000,0.8203125000,-1.6875000000,0.1054687500
634,162304,206,0.8046875000,0.8046875000,-1.6093750000,0.1171875000
635,162560,210,0.8203125000,0.8203125000,-1.5468750000,0.1171875000
636,162816,232,0.9062500000,0.9062500000,-1.7500000000,0.1210937500
637,163072,232,0.9062500000,0.9062500000,-1.7656250000,0.0468750000
638,163328,238,0.9296875000,0.9296875000,-1.7656250000,0.1367187500
639,163584,238,0.9296875000,0.9296875000,-1.7968750000,0.0468750000
640,163840,232,0.9062500000,0.9062500000,-1.7187500000,0.0664062500
641,164096,234,0.9140625000,0.9140625000,-1.7031250000,0.0507812500
642,164352,246,0.9609375000,0.9609375000,-1.8906250000,0.0703125000
643,164608,242,0.9453125000,0.9453125000,-1.8281250000,0.0312500000
644,164864,250,0.9765625000,0.9765625000,-1.9062500000,0.0468750000
645,165120,240,0.9375000000,0.9375000000,-1.7656250000,0.0664062500
646,165376,246,0.9609375000,0.9609375000,-1.8593750000,0.0585937500
647,165632,230,0.8984375000,0.8984375000,-1.6718750000,0.1015625000
648,165888,234,0.9140625000,0.9140625000,-1.7343750000,0.0781250000
649,166144,232,0.9062500000,0.9062500000,-1.7343750000,0.0976562500
650,166400,230,0.8984375000,0.8984375000,-1.7031250000,0.0742187500
651,166656,228,0.8906250000,0.8906250000,-1.6406250000,0.0976562500
652,166912,230,0.8984375000,0.8984375000,-1.7187500000,0.0976562500
653,167168,214,0.8359375000,0.8359375000,-1.5625000000,0.1171875000
654,167424,218,0.8515625000,0.8515625000,-1.6718750000,0.1171875000
655,167680,224,0.8750000000,0.8750000000,-1.5625000000,0.1054687500
656,167936,240,0.9375000000,0.9375000000,-1.7812500000,0.0859375000
657,168192,228,0.8906250000,0.8906250000,-1.6875000000,0.0546875000
658,168448,232,0.9062500000,0.9062500000,-1.7031250000,0.0859375000
659,168704,222,0.8671875000,0.8671875000,-1.6250000000,0.0898437500
660,168960,210,0.8203125000,0.8203125000,-1.5156250000,0.1406250000
661,169216,210,0.8203125000,0.8203125000,-1.4531250000,0.1484375000
662,169472,220,0.8593750000,0.8593750000,-1.5937500000,0.1289062500
663,169728,240,0.9375000000,0.9375000000,-1.7968750000,0.0937500000
664,169984,238,0.9296875000,0.9296875000,-1.7968750000,0.0585937500
665,170240,234,0.9140625000,0.9140625000,-1.7968750000,0.0625000000
666,170496,238,0.9296875000,0.9296875000,-1.7812500000,0.0703125000
667,170752,232,0.9062500000,0.9062500000,-1.7968750000,0.0742187500
668,171008,218,0.8515625000,0.8515625000,-1.6718750000,0.0976562500
669,171264,218,0.8515625000,0.8515625000,-1.6875000000,0.1015625000
670,171520,230,0.8984375000,0.8984375000,-1.7031250000,0.0937500000
671,171776,240,0.9375000000,0.9375000000,-1.8125000000,0.0898437500
672,172032,240,0.9375000000,0.9375000000,-1.7968750000,0.0937500000
673,172288,240,0.9375000000,0.9375000000,-1.7812500000,0.0781250000
674,172544,228,0.8906250000,0.8906250000,-1.7187500000,0.0859375000
675,172800,244,0.9531250000,0.9531250000,-1.8593750000,0.0312500000
676,173056,244,0.9531250000,0.9531250000,-1.8437500000,0.0390625000
677,173312,236,0.9218750000,0.9218750000,-1.7812500000,0.0625000000
678,173568,226,0.8828125000,0.8828125000,-1.7187500000,0.1054687500
679,173824,242,0.9453125000,0.9453125000,-1.8125000000,0.0859375000
680,174080,248,0.9687500000,0.9687500000,-1.8906250000,0.0429687500
681,174336,248,0.9687500000,0.9687500000,-1.9062500000,0.0468750000
682,174592,248,0.9687500000,0.9687500000,-1.8750000000,0.0781250000
683,174848,248,0.9687500000,0.9687500000,-1.8906250000,0.0546875000
684,175104,246,0.9609375000,0.9609375000,-1.8593750000,0.0429687500
685,175360,240,0.9375000000,0.9375000000,-1.7500000000,0.0585937500
686,175616,244,0.9531250000,0.9531250000,-1.8281250000,0.0546875000
687,175872,246,0.9609375000,0.9609375000,-1.8437500000,0.0742187500
688,176128,238,0.9296875000,0.9296875000,-1.7656250000,0.0703125000
689,176384,236,0.9218750000,0.9218750000,-1.7656250000,0.0585937500
690,176640,248,0.9687500000,0.9687500000,-1.8750000000,0.0781250000
691,176896,242,0.9453125000,0.9453125000,-1.7968750000,0.0585937500
692,177152,240,0.9375000000,0.9375000000,-1.7812500000,0.0585937500
693,177408,224,0.8750000000,0.8750000000,-1.6562500000,0.1093750000
694,177664,208,0.8125000000,0.8125000000,-1.4375000000,0.1562500000
695,177920,208,0.8125000000,0.8125000000,-1.5781250000,0.1250000000
696,178176,206,0.8046875000,0.8046875000,-1.5625000000,0.1210937500
697,178432,200,0.7812500000,0.7812500000,-1.5000000000,0.1835937500
698,178688,226,0.8828125000,0.8828125000,-1.6875000000,0.1445312500
699,178944,228,0.8906250000,0.8906250000,-1.7031250000,0.0820312500
700,179200,222,0.8671875000,0.8671875000,-1.6562500000,0.0507812500
701,179456,236,0.9218750000,0.9218750000,-1.7656250000,0.1367187500
702,179712,234,0.9140625000,0.9140625000,-1.7656250000,0.0664062500
703,179968,224,0.8750000000,0.8750000000,-1.6562500000,0.0429687500
704,180224,240,0.9375000000,0.9375000000,-1.7812500000,0.1015625000
705,180480,244,0.9531250000,0.9531250000,-1.8593750000,0.0781250000
706,180736,244,0.9531250000,0.9531250000,-1.8437500000,0.0390625000
707,180992,246,0.9609375000,0.9609375000,-1.8750000000,0.0976562500
708,181248,240,0.9375000000,0.9375000000,-1.8125000000,0.0664062500
709,181504,238,0.9296875000,0.9296875000,-1.7500000000,0.0898437500
710,181760,236,0.9218750000,0.9218750000,-1.7031250000,0.0820312500
711,182016,236,0.9218750000,0.9218750000,-1.7656250000,0.0781250000
712,182272,218,0.8515625000,0.8515625000,-1.6093750000,0.1210937500
713,182528,220,0.8593750000,0.8593750000,-1.6406250000,0.1367187500
714,182784,234,0.9140625000,0.9140625000,-1.7187500000,0.1445312500
715,183040,236,0.9218750000,0.9218750000,-1.7187500000,0.0820312500
716,183296,238,0.9296875000,0.9296875000,-1.7656250000,0.0664062500
717,183552,238,0.9296875000,0.9296875000,-1.7500000000,0.0781250000
718,183808,236,0.9218750000,0.9218750000,-1.7656250000,0.0742187500
719,184064,232,0.9062500000,0.9062500000,-1.6718750000,0.0781250000
720,184320,224,0.8750000000,0.8750000000,-1.6562500000,0.1015625000
721,184576,224,0.8750000000,0.8750000000,-1.6718750000,0.0937500000
722,184832,232,0.9062500000,0.9062500000,-1.7031250000,0.1171875000
723,185088,238,0.9296875000,0.9296875000,-1.7343750000,0.1132812500
724,185344,234,0.9140625000,0.9140625000,-1.7187500000,0.0859375000
725,185600,242,0.9453125000,0.9453125000,-1.8125000000,0.0781250000
726,185856,240,0.9375000000,0.9375000000,-1.7656250000,0.0742187500
727,186112,240,0.9375000000,0.9375000000,-1.7812500000,0.0468750000
728,186368,240,0.9375000000,0.9375000000,-1.7968750000,0.0625000000
729,186624,240,0.9375000000,0.9375000000,-1.8281250000,0.0468750000
730,186880,246,0.9609375000,0.9609375000,-1.8593750000,0.0507812500
731,187136,240,0.9375000000,0.9375000000,-1.7968750000,0.0664062500
732,187392,248,0.9687500000,0.9687500000,-1.9062500000,0.0859375000
733,187648,244,0.9531250000,0.9531250000,-1.8281250000,0.0468750000
734,187904,242,0.9453125000,0.9453125000,-1.8281250000,0.0507812500
735,188160,246,0.9609375000,0.9609375000,-1.8437500000,0.0781250000
736,188416,248,0.9687500000,0.9687500000,-1.9062500000,0.0507812500
737,188672,252,0.9843750000,0.9843750000,-1.9375000000,0.0390625000
738,188928,250,0.9765625000,0.9765625000,-1.9218750000,0.0273437500
739,189184,238,0.9296875000,0.9296875000,-1.7187500000,0.0625000000
740,189440,240,0.9375000000,0.9375000000,-1.8437500000,0.0664062500
741,189696,248,0.9687500000,0.9687500000,-1.8906250000,0.0468750000
742,189952,246,0.9609375000,0.9609375000,-1.8593750000,0.0507812500
743,190208,236,0.9218750000,0.9218750000,-1.7343750000,0.0429687500
744,190464,224,0.8750000000,0.8750000000,-1.6562500000,0.1250000000
745,190720,228,0.8906250000,0.8906250000,-1.6718750000,0.0781250000
746,190976,228,0.8906250000,0.8906250000,-1.7031250000,0.0703125000
747,191232,216,0.8437500000,0.8437500000,-1.6093750000,0.1171875000
748,191488,228,0.8906250000,0.8906250000,-1.7187500000,0.0703125000
749,191744,226,0.8828125000,0.8828125000,-1.7187500000,0.0898437500
750,192000,222,0.8671875000,0.8671875000,-1.5937500000,0.0546875000
751,192256,234,0.9140625000,0.9140625000,-1.6718750000,0.1250000000
752,192512,238,0.9296875000,0.9296875000,-1.7656250000,0.0468750000
753,192768,248,0.9687500000,0.9687500000,-1.8750000000,0.0507812500
754,193024,246,0.9609375000,0.9609375000,-1.8593750000,0.0585937500
755,193280,234,0.9140625000,0.9140625000,-1.7031250000,0.0937500000
756,193536,240,0.9375000000,0.9375000000,-1.8281250000,0.0742187500
757,193792,248,0.9687500000,0.9687500000,-1.9062500000,0.1015625000
758,194048,236,0.9218750000,0.9218750000,-1.7343750000,0.0781250000
759,194304,228,0.8906250000,0.8906250000,-1.7187500000,0.1171875000
760,194560,228,0.8906250000,0.8906250000,-1.6875000000,0.0859375000
761,194816,244,0.9531250000,0.9531250000,-1.8437500000,0.0781250000
762,195072,236,0.9218750000,0.9218750000,-1.7031250000,0.0468750000
763,195328,240,0.9375000000,0.9375000000,-1.7500000000,0.0625000000
764,195584,236,0.9218750000,0.9218750000,-1.7500000000,0.0703125000
