step,x,y,u
20,47,7,0.000000000000e+00
20,0,8,0.000000000000e+00
20,1,8,3.511947745572e-10
20,2,8,1.571127921847e-09
20,3,8,6.281165114400e-09
20,4,8,2.334128671164e-08
20,5,8,8.075819057278e-08
20,6,8,2.601772998990e-07
20,7,8,7.805779131382e-07
20,8,8,2.181240255972e-06
20,9,8,5.678676563485e-06
20,10,8,1.377869477771e-05
20,11,8,3.117435781164e-05
20,12,8,6.580848072565e-05
20,13,8,1.297140463672e-04
20,14,8,2.389466508328e-04
20,15,8,4.117882535190e-04
20,16,8,6.646835838642e-04
20,17,8,1.006196550510e-03
20,18,8,1.430445483058e-03
20,19,8,1.912435052370e-03
20,20,8,2.407788352119e-03
20,21,8,2.858270640940e-03
20,22,8,3.202500180749e-03
20,23,8,3.389204121330e-03
20,24,8,3.389204121330e-03
20,25,8,3.202500180749e-03
20,26,8,2.858270640940e-03
20,27,8,2.407788352119e-03
20,28,8,1.912435052370e-03
20,29,8,1.430445483058e-03
20,30,8,1.006196550510e-03
20,31,8,6.646835838642e-04
20,32,8,4.117882535190e-04
20,33,8,2.389466508328e-04
20,34,8,1.297140463672e-04
20,35,8,6.580848072565e-05
20,36,8,3.117435781164e-05
20,37,8,1.377869477771e-05
20,38,8,5.678676563485e-06
20,39,8,2.181240255972e-06
20,40,8,7.805779131382e-07
20,41,8,2.601772998990e-07
20,42,8,8.075819057278e-08
20,43,8,2.334128671164e-08
20,44,8,6.281165114400e-09
20,45,8,1.571127921847e-09
20,46,8,3.511947745572e-10
20,47,8,0.000000000000e+00
20,0,9,0.000000000000e+00
20,1,9,9.852132165567e-10
20,2,9,4.368679259496e-09
20,3,9,1.729289672794e-08
20,4,9,6.359855897758e-08
20,5,9,2.176857947892e-07
20,6,9,6.935179434444e-07
20,7,9,2.056700527188e-06
20,8,9,5.678676563485e-06
20,9,9,1.460180043694e-05
20,10,9,3.497998423949e-05
20,11,9,7.811146521302e-05
20,12,9,1.626988498847e-04
20,13,9,3.163679591134e-04
20,14,9,5.748827662263e-04
20,15,9,9.773834127409e-04
20,16,9,1.556854286545e-03
20,17,9,2.327006625872e-03
20,18,9,3.269175343802e-03
20,19,9,4.324369906775e-03
20,20,9,5.395058824708e-03
20,21,9,6.358397893190e-03
20,22,9,7.088577920908e-03
20,23,9,7.482613985744e-03
20,24,9,7.482613985744e-03
20,25,9,7.088577920908e-03
20,26,9,6.358397893190e-03
20,27,9,5.395058824708e-03
20,28,9,4.324369906775e-03
20,29,9,3.269175343802e-03
20,30,9,2.327006625872e-03
20,31,9,1.556854286545e-03
20,32,9,9.773834127409e-04
20,33,9,5.748827662263e-04
20,34,9,3.163679591134e-04
20,35,9,1.626988498847e-04
20,36,9,7.811146521302e-05
20,37,9,3.497998423949e-05
20,38,9,1.460180043694e-05
20,39,9,5.678676563485e-06
20,40,9,2.056700527188e-06
20,41,9,6.935179434444e-07
20,42,9,2.176857947892e-07
20,43,9,6.359855897758e-08
20,44,9,1.729289672794e-08
20,45,9,4.368679259496e-09
20,46,9,9.852132165567e-10
20,47,9,0.000000000000e+00
20,0,10,0.000000000000e+00
20,1,10,2.576615496892e-09
20,2,10,1.132618641918e-08
20,3,10,4.439467370547e-08
20,4,10,1.615933620131e-07
20,5,10,5.471663767100e-07
20,6,10,1.723666555188e-06
20,7,10,5.051947864608e-06
20,8,10,1.377869477771e-05
20,9,10,3.497998423949e-05
20,10,10,8.269272132037e-05
20,11,10,1.821332509613e-04
20,12,10,3.740225271532e-04
20,13,10,7.167857155301e-04
20,14,10,1.283376499471e-03
20,15,10,2.149725310656e-03
20,16,10,3.374200710116e-03
20,17,10,4.971787758567e-03
20,18,10,6.891083385827e-03
20,19,10,9.003903781111e-03
20,20,10,1.111443465828e-02
20,21,10,1.298820350187e-02
20,22,10,1.439399357415e-02
20,23,10,1.514773265604e-02
20,24,10,1.514773265604e-02
20,25,10,1.439399357415e-02
20,26,10,1.298820350187e-02
20,27,10,1.111443465828e-02
20,28,10,9.003903781111e-03
20,29,10,6.891083385827e-03
20,30,10,4.971787758567e-03
20,31,10,3.374200710116e-03
20,32,10,2.149725310656e-03
20,33,10,1.283376499471e-03
20,34,10,7.167857155301e-04
20,35,10,3.740225271532e-04
20,36,10,1.821332509613e-04
20,37,10,8.269272132037e-05
20,38,10,3.497998423949e-05
20,39,10,1.377869477771e-05
20,40,10,5.051947864608e-06
20,41,10,1.723666555188e-06
20,42,10,5.471663767100e-07
20,43,10,1.615933620131e-07
20,44,10,4.439467370547e-08
20,45,10,1.132618641918e-08
20,46,10,2.576615496892e-09
20,47,10,0.000000000000e+00
20,0,11,0.000000000000e+00
20,1,11,6.282760381119e-09
20,2,11,2.738278850736e-08
20,3,11,1.062965898349e-07
20,4,11,3.829733396296e-07
20,5,11,1.282906948193e-06
20,6,11,3.995967706073e-06
20,7,11,1.157362811516e-05
20,8,11,3.117435781164e-05
20,9,11,7.811146521302e-05
20,10,11,1.821332509613e-04
20,11,11,3.954206078887e-04
20,12,11,7.999205605333e-04
20,13,11,1.509285876130e-03
20,14,11,2.659287142757e-03
20,15,11,4.382139071334e-03
20,16,11,6.765948922257e-03
20,17,11,9.809037047316e-03
20,18,11,1.338570921904e-02
20,19,11,1.723991586965e-02
20,20,11,2.101421855837e-02
20,21,11,2.430764729211e-02
20,22,11,2.674531494121e-02
20,23,11,2.804104448660e-02
20,24,11,2.804104448660e-02
20,25,11,2.674531494121e-02
20,26,11,2.430764729211e-02
20,27,11,2.101421855837e-02
20,28,11,1.723991586965e-02
20,29,11,1.338570921904e-02
20,30,11,9.809037047316e-03
20,31,11,6.765948922257e-03
20,32,11,4.382139071334e-03
20,33,11,2.659287142757e-03
20,34,11,1.509285876130e-03
20,35,11,7.999205605333e-04
20,36,11,3.954206078887e-04
20,37,11,1.821332509613e-04
20,38,11,7.811146521302e-05
20,39,11,3.117435781164e-05
20,40,11,1.157362811516e-05
20,41,11,3.995967706073e-06
20,42,11,1.282906948193e-06
20,43,11,3.829733396296e-07
20,44,11,1.062965898349e-07
20,45,11,2.738278850736e-08
20,46,11,6.282760381119e-09
20,47,11,0.000000000000e+00
20,0,12,0.000000000000e+00
20,1,12,1.428542701120e-08
20,2,12,6.174707696557e-08
20,3,12,2.374354367745e-07
20,4,12,8.468853904579e-07
20,5,12,2.806924849587e-06
20,6,12,8.645080491267e-06
20,7,12,2.474227898195e-05
20,8,12,6.580848072565e-05
20,9,12,1.626988498847e-04
20,10,12,3.740225271532e-04
20,11,12,7.999205605333e-04
20,12,12,1.592752266759e-03
20,13,12,2.955484430217e-03
20,14,12,5.117369751055e-03
20,15,12,8.281627863259e-03
20,16,12,1.255233145669e-02
20,17,12,1.786293938170e-02
20,18,12,2.393722105254e-02
20,19,12,3.030596520567e-02
20,20,12,3.638024012225e-02
20,21,12,4.155626940646e-02
20,22,12,4.531486749846e-02
20,23,12,4.728794763567e-02
20,24,12,4.728794763567e-02
20,25,12,4.531486749846e-02
20,26,12,4.155626940646e-02
20,27,12,3.638024012225e-02
20,28,12,3.030596520567e-02
20,29,12,2.393722105254e-02
20,30,12,1.786293938170e-02
20,31,12,1.255233145669e-02
20,32,12,8.281627863259e-03
20,33,12,5.117369751055e-03
20,34,12,2.955484430217e-03
20,35,12,1.592752266759e-03
20,36,12,7.999205605333e-04
20,37,12,3.740225271532e-04
20,38,12,1.626988498847e-04
20,39,12,6.580848072565e-05
20,40,12,2.474227898195e-05
20,41,12,8.645080491267e-06
20,42,12,2.806924849587e-06
20,43,12,8.468853904579e-07
20,44,12,2.374354367745e-07
20,45,12,6.174707696557e-08
20,46,12,1.428542701120e-08
20,47,12,0.000000000000e+00
20,0,13,0.000000000000e+00
20,1,13,3.029377760115e-08
20,2,13,1.298979591913e-07
20,3,13,4.949301211731e-07
20,4,13,1.748078917511e-06
20,5,13,5.733670250400e-06
20,6,13,1.746385103981e-05
20,7,13,4.939183779657e-05
20,8,13,1.297140463672e-04
20,9,13,3.163679591134e-04
20,10,13,7.167857155301e-04
20,11,13,1.509285876130e-03
20,12,13,2.955484430217e-03
20,13,13,5.387290341698e-03
20,14,13,9.152827895404e-03
20,15,13,1.451862548684e-02
20,16,13,2.154984116091e-02
20,17,13,3.001450779538e-02
20,18,13,3.936310134903e-02
20,19,13,4.880899055191e-02
20,20,13,5.748687505339e-02
20,21,13,6.462412812322e-02
20,22,13,6.965455220763e-02
20,23,13,7.224251451083e-02
20,24,13,7.224251451083e-02
20,25,13,6.965455220763e-02
20,26,13,6.462412812322e-02
20,27,13,5.748687505339e-02
20,28,13,4.880899055191e-02
20,29,13,3.936310134903e-02
20,30,13,3.001450779538e-02
20,31,13,2.154984116091e-02
20,32,13,1.451862548684e-02
20,33,13,9.152827895404e-03
20,34,13,5.387290341698e-03
20,35,13,2.955484430217e-03
20,36,13,1.509285876130e-03
20,37,13,7.167857155301e-04
20,38,13,3.163679591134e-04
20,39,13,1.297140463672e-04
20,40,13,4.939183779657e-05
20,41,13,1.746385103981e-05
20,42,13,5.733670250400e-06
20,43,13,1.748078917511e-06
20,44,13,4.949301211731e-07
20,45,13,1.298979591913e-07
20,46,13,3.029377760115e-08
20,47,13,0.000000000000e+00
20,0,14,0.000000000000e+00
20,1,14,5.992673521823e-08
20,2,14,2.550083713518e-07
20,3,14,9.630952020602e-07
20,4,14,3.369554070035e-06
20,5,14,1.094055275566e-05
20,6,14,3.296251998221e-05
20,7,14,9.214074538211e-05
20,8,14,2.389466508328e-04
20,9,14,5.748827662263e-04
20,10,14,1.283376499471e-03
20,11,14,2.659287142757e-03
20,12,14,5.117369751055e-03
20,13,14,9.152827895404e-03
20,14,14,1.523374490725e-02
20,15,14,2.363326742072e-02
20,16,14,3.425272383452e-02
20,17,14,4.652037064290e-02
20,18,14,5.944192345885e-02
20,19,14,7.181555991548e-02
20,20,14,8.253314132220e-02
20,21,14,9.082952640823e-02
20,22,14,9.636167551424e-02
20,23,14,9.909587517369e-02
20,24,14,9.909587517369e-02
20,25,14,9.636167551424e-02
20,26,14,9.082952640823e-02
20,27,14,8.253314132220e-02
20,28,14,7.181555991548e-02
20,29,14,5.944192345885e-02
20,30,14,4.652037064290e-02
20,31,14,3.425272383452e-02
20,32,14,2.363326742072e-02
20,33,14,1.523374490725e-02
20,34,14,9.152827895404e-03
20,35,14,5.117369751055e-03
20,36,14,2.659287142757e-03
20,37,14,1.283376499471e-03
20,38,14,5.748827662263e-04
20,39,14,2.389466508328e-04
20,40,14,9.214074538211e-05
20,41,14,3.296251998221e-05
20,42,14,1.094055275566e-05
20,43,14,3.369554070035e-06
20,44,14,9.630952020602e-07
20,45,14,2.550083713518e-07
20,46,14,5.992673521823e-08
20,47,14,0.000000000000e+00
20,0,15,0.000000000000e+00
20,1,15,1.106104263995e-07
20,2,15,4.673108814468e-07
20,3,15,1.750226089476e-06
20,4,15,6.068427753940e-06
20,5,15,1.951272303489e-05
20,6,15,5.817457935839e-05
20,7,15,1.607731275860e-04
20,8,15,4.117882535190e-04
20,9,15,9.773834127409e-04
20,10,15,2.149725310656e-03
20,11,15,4.382139071334e-03
20,12,15,8.281627863259e-03
20,13,15,1.451862548684e-02
20,14,15,2.363326742072e-02
20,15,15,3.577106006853e-02
20,16,15,5.045053790089e-02
20,17,15,6.650395351089e-02
20,18,15,8.228939202079e-02
20,19,15,9.614327568164e-02
20,20,15,1.068907284447e-01
20,21,15,1.141614830405e-01
20,22,15,1.183370438619e-01
20,23,15,1.201495725412e-01
20,24,15,1.201495725412e-01
20,25,15,1.183370438619e-01
20,26,15,1.141614830405e-01
20,27,15,1.068907284447e-01
20,28,15,9.614327568164e-02
20,29,15,8.228939202079e-02
20,30,15,6.650395351089e-02
20,31,15,5.045053790089e-02
20,32,15,3.577106006853e-02
20,33,15,2.363326742072e-02
20,34,15,1.451862548684e-02
20,35,15,8.281627863259e-03
20,36,15,4.382139071334e-03
20,37,15,2.149725310656e-03
20,38,15,9.773834127409e-04
20,39,15,4.117882535190e-04
20,40,15,1.607731275860e-04
20,41,15,5.817457935839e-05
20,42,15,1.951272303489e-05
20,43,15,6.068427753940e-06
20,44,15,1.750226089476e-06
20,45,15,4.673108814468e-07
20,46,15,1.106104263995e-07
20,47,15,0.000000000000e+00
20,0,16,0.000000000000e+00
20,1,16,1.905416895806e-07
20,2,16,7.996513716263e-07
20,3,16,2.971701360597e-06
20,4,16,1.021663492704e-05
20,5,16,3.255069431875e-05
20,6,16,9.608025313384e-05
20,7,16,2.626444808522e-04
20,8,16,6.646835838642e-04
20,9,16,1.556854286545e-03
20,10,16,3.374200710116e-03
20,11,16,6.765948922257e-03
20,12,16,1.255233145669e-02
20,13,16,2.154984116091e-02
20,14,16,3.425272383452e-02
20,15,16,5.045053790089e-02
20,16,16,6.896359492620e-02
20,17,16,8.770950946601e-02
20,18,16,1.042062303604e-01
20,19,16,1.163868147992e-01
20,20,16,1.233758994473e-01
20,21,16,1.258212026984e-01
20,22,16,1.255581930299e-01
20,23,16,1.247230331046e-01
20,24,16,1.247230331046e-01
20,25,16,1.255581930299e-01
20,26,16,1.258212026984e-01
20,27,16,1.233758994473e-01
20,28,16,1.163868147992e-01
20,29,16,1.042062303604e-01
20,30,16,8.770950946601e-02
20,31,16,6.896359492620e-02
20,32,16,5.045053790089e-02
20,33,16,3.425272383452e-02
20,34,16,2.154984116091e-02
20,35,16,1.255233145669e-02
20,36,16,6.765948922257e-03
20,37,16,3.374200710116e-03
20,38,16,1.556854286545e-03
20,39,16,6.646835838642e-04
20,40,16,2.626444808522e-04
20,41,16,9.608025313384e-05
20,42,16,3.255069431875e-05
20,43,16,1.021663492704e-05
20,44,16,2.971701360597e-06
20,45,16,7.996513716263e-07
20,46,16,1.905416895806e-07
20,47,16,0.000000000000e+00
20,0,17,0.000000000000e+00
20,1,17,3.064206860907e-07
20,2,17,1.278172076364e-06
20,3,17,4.716255853484e-06
20,4,17,1.608848153923e-05
20,5,17,5.082473534296e-05
20,6,17,1.486288300612e-04
20,7,17,4.021416368694e-04
20,8,17,1.006196550510e-03
20,9,17,2.327006625872e-03
20,10,17,4.971787758567e-03
20,11,17,9.809037047316e-03
20,12,17,1.786293938170e-02
20,13,17,3.001450779538e-02
20,14,17,4.652037064290e-02
20,15,17,6.650395351089e-02
20,16,17,8.770950946601e-02
20,17,17,1.068125782700e-01
20,18,17,1.203674104287e-01
20,19,17,1.261060885044e-01
20,20,17,1.240043169281e-01
20,21,17,1.165277436534e-01
20,22,17,1.078240963686e-01
20,23,17,1.021419949387e-01
20,24,17,1.021419949387e-01
20,25,17,1.078240963686e-01
20,26,17,1.165277436534e-01
20,27,17,1.240043169281e-01
20,28,17,1.261060885044e-01
20,29,17,1.203674104287e-01
20,30,17,1.068125782700e-01
20,31,17,8.770950946601e-02
20,32,17,6.650395351089e-02
20,33,17,4.652037064290e-02
20,34,17,3.001450779538e-02
20,35,17,1.786293938170e-02
20,36,17,9.809037047316e-03
20,37,17,4.971787758567e-03
20,38,17,2.327006625872e-03
20,39,17,1.006196550510e-03
20,40,17,4.021416368694e-04
20,41,17,1.486288300612e-04
20,42,17,5.082473534296e-05
20,43,17,1.608848153923e-05
20,44,17,4.716255853484e-06
20,45,17,1.278172076364e-06
20,46,17,3.064206860907e-07
20,47,17,0.000000000000e+00
20,0,18,0.000000000000e+00
20,1,18,4.601475108166e-07
20,2,18,1.909077810789e-06
20,3,18,6.999515385765e-06
20,4,18,2.371096661287e-05
20,5,18,7.433246226801e-05
20,6,18,2.155424523819e-04
20,7,18,5.777369261120e-04
20,8,18,1.430445483058e-03
20,9,18,3.269175343802e-03
20,10,18,6.891083385827e-03
20,11,18,1.338570921904e-02
20,12,18,2.393722105254e-02
20,13,18,3.936310134903e-02
20,14,18,5.944192345885e-02
20,15,18,8.228939202079e-02
20,16,18,1.042062303604e-01
20,17,18,1.203674104287e-01
20,18,18,1.263614713001e-01
20,19,18,1.200606330121e-01
20,20,18,1.029457188902e-01
20,21,18,8.012334320187e-02
20,22,18,5.885131120122e-02
20,23,18,4.609785498743e-02
20,24,18,4.609785498743e-02
20,25,18,5.885131120122e-02
20,26,18,8.012334320187e-02
20,27,18,1.029457188902e-01
20,28,18,1.200606330121e-01
20,29,18,1.263614713001e-01
20,30,18,1.203674104287e-01
20,31,18,1.042062303604e-01
20,32,18,8.228939202079e-02
20,33,18,5.944192345885e-02
20,34,18,3.936310134903e-02
20,35,18,2.393722105254e-02
20,36,18,1.338570921904e-02
20,37,18,6.891083385827e-03
20,38,18,3.269175343802e-03
20,39,18,1.430445483058e-03
20,40,18,5.777369261120e-04
20,41,18,2.155424523819e-04
20,42,18,7.433246226801e-05
20,43,18,2.371096661287e-05
20,44,18,6.999515385765e-06
20,45,18,1.909077810789e-06
20,46,18,4.601475108166e-07
20,47,18,0.000000000000e+00
20,0,19,0.000000000000e+00
20,1,19,6.454167929457e-07
20,2,19,2.665328758811e-06
20,3,19,9.718713436479e-06
20,4,19,3.272324303180e-05
20,5,19,1.019017513434e-04
20,6,19,2.933012845431e-04
20,7,19,7.796665783384e-04
20,8,19,1.912435052370e-03
20,9,19,4.324369906775e-03
20,10,19,9.003903781111e-03
20,11,19,1.723991586965e-02
20,12,19,3.030596520567e-02
20,13,19,4.880899055191e-02
20,14,19,7.181555991548e-02
20,15,19,9.614327568164e-02
20,16,19,1.163868147992e-01
20,17,19,1.261060885044e-01
20,18,19,1.200606330121e-01
20,19,19,9.667403930333e-02
20,20,19,5.953308213870e-02
20,21,19,1.701811494561e-02
20,22,19,-1.998717255754e-02
20,23,19,-4.146792587315e-02
20,24,19,-4.146792587315e-02
20,25,19,-1.998717255754e-02
20,26,19,1.701811494561e-02
20,27,19,5.953308213870e-02
20,28,19,9.667403930333e-02
20,29,19,1.200606330121e-01
20,30,19,1.261060885044e-01
20,31,19,1.163868147992e-01
20,32,19,9.614327568164e-02
20,33,19,7.181555991548e-02
20,34,19,4.880899055191e-02
20,35,19,3.030596520567e-02
20,36,19,1.723991586965e-02
20,37,19,9.003903781111e-03
20,38,19,4.324369906775e-03
20,39,19,1.912435052370e-03
20,40,19,7.796665783384e-04
20,41,19,2.933012845431e-04
20,42,19,1.019017513434e-04
20,43,19,3.272324303180e-05
20,44,19,9.718713436479e-06
20,45,19,2.665328758811e-06
20,46,19,6.454167929457e-07
20,47,19,0.000000000000e+00
20,0,20,0.000000000000e+00
20,1,20,8.457701371700e-07
20,2,20,3.479420781585e-06
20,3,20,1.262983661105e-05
20,4,20,4.231220293322e-05
20,5,20,1.310318529455e-04
20,6,20,3.748147876535e-04
20,7,20,9.894244796875e-04
20,8,20,2.407788352119e-03
20,9,20,5.395058824708e-03
20,10,20,1.111443465828e-02
20,11,20,2.101421855837e-02
20,12,20,3.638024012225e-02
20,13,20,5.748687505339e-02
20,14,20,8.253314132220e-02
20,15,20,1.068907284447e-01
20,16,20,1.233758994473e-01
20,17,20,1.240043169281e-01
20,18,20,1.029457188902e-01
20,19,20,5.953308213870e-02
20,20,20,-1.793568371234e-04
20,21,20,-6.429548617517e-02
20,22,20,-1.182392182281e-01
20,23,20,-1.490111720555e-01
20,24,20,-1.490111720555e-01
20,25,20,-1.182392182281e-01
20,26,20,-6.429548617517e-02
20,27,20,-1.793568371234e-04
20,28,20,5.953308213870e-02
20,29,20,1.029457188902e-01
20,30,20,1.240043169281e-01
20,31,20,1.233758994473e-01
20,32,20,1.068907284447e-01
20,33,20,8.253314132220e-02
20,34,20,5.748687505339e-02
20,35,20,3.638024012225e-02
20,36,20,2.101421855837e-02
20,37,20,1.111443465828e-02
20,38,20,5.395058824708e-03
20,39,20,2.407788352119e-03
20,40,20,9.894244796875e-04
20,41,20,3.748147876535e-04
20,42,20,1.310318529455e-04
20,43,20,4.231220293322e-05
20,44,20,1.262983661105e-05
20,45,20,3.479420781585e-06
20,46,20,8.457701371700e-07
20,47,20,0.000000000000e+00
20,0,21,0.000000000000e+00
20,1,21,1.035677457390e-06
20,2,21,4.248257406884e-06
20,3,21,1.536704777690e-05
20,4,21,5.128361614236e-05
20,5,21,1.581330734317e-04
20,6,21,4.501642921196e-04
20,7,21,1.181876119652e-03
20,8,21,2.858270640940e-03
20,9,21,6.358397893190e-03
20,10,21,1.298820350187e-02
20,11,21,2.430764729211e-02
20,12,21,4.155626940646e-02
20,13,21,6.462412812322e-02
20,14,21,9.082952640823e-02
20,15,21,1.141614830405e-01
20,16,21,1.258212026984e-01
20,17,21,1.165277436534e-01
20,18,21,8.012334320187e-02
20,19,21,1.701811494561e-02
20,20,21,-6.429548617517e-02
20,21,21,-1.486685790699e-01
20,22,21,-2.182638461598e-01
20,23,21,-2.575427267887e-01
20,24,21,-2.575427267887e-01
20,25,21,-2.182638461598e-01
20,26,21,-1.486685790699e-01
20,27,21,-6.429548617517e-02
20,28,21,1.701811494561e-02
20,29,21,8.012334320187e-02
20,30,21,1.165277436534e-01
20,31,21,1.258212026984e-01
20,32,21,1.141614830405e-01
20,33,21,9.082952640823e-02
20,34,21,6.462412812322e-02
20,35,21,4.155626940646e-02
20,36,21,2.430764729211e-02
20,37,21,1.298820350187e-02
20,38,21,6.358397893190e-03
20,39,21,2.858270640940e-03
20,40,21,1.181876119652e-03
20,41,21,4.501642921196e-04
20,42,21,1.581330734317e-04
20,43,21,5.128361614236e-05
20,44,21,1.536704777690e-05
20,45,21,4.248257406884e-06
20,46,21,1.035677457390e-06
20,47,21,0.000000000000e+00
20,0,22,0.000000000000e+00
20,1,22,1.185304268723e-06
20,2,22,4.852411100515e-06
20,3,22,1.751104388333e-05
20,4,22,5.828516520144e-05
20,5,22,1.791962666974e-04
20,6,22,5.084480574106e-04
20,7,22,1.329913740200e-03
20,8,22,3.202500180749e-03
20,9,22,7.088577920908e-03
20,10,22,1.439399357415e-02
20,11,22,2.674531494121e-02
20,12,22,4.531486749846e-02
20,13,22,6.965455220763e-02
20,14,22,9.636167551424e-02
20,15,22,1.183370438619e-01
20,16,22,1.255581930299e-01
20,17,22,1.078240963686e-01
20,18,22,5.885131120122e-02
20,19,22,-1.998717255754e-02
20,20,22,-1.182392182281e-01
20,21,22,-2.182638461598e-01
20,22,22,-2.998177518846e-01
20,23,22,-3.455501570933e-01
20,24,22,-3.455501570933e-01
20,25,22,-2.998177518846e-01
20,26,22,-2.182638461598e-01
20,27,22,-1.182392182281e-01
20,28,22,-1.998717255754e-02
20,29,22,5.885131120122e-02
20,30,22,1.078240963686e-01
20,31,22,1.255581930299e-01
20,32,22,1.183370438619e-01
20,33,22,9.636167551424e-02
20,34,22,6.965455220763e-02
20,35,22,4.531486749846e-02
20,36,22,2.674531494121e-02
20,37,22,1.439399357415e-02
20,38,22,7.088577920908e-03
20,39,22,3.202500180749e-03
20,40,22,1.329913740200e-03
20,41,22,5.084480574106e-04
20,42,22,1.791962666974e-04
20,43,22,5.828516520144e-05
20,44,22,1.751104388333e-05
20,45,22,4.852411100515e-06
20,46,22,1.185304268723e-06
20,47,22,0.000000000000e+00
20,0,23,0.000000000000e+00
20,1,23,1.268000368189e-06
20,2,23,5.185776959221e-06
20,3,23,1.869176151487e-05
20,4,23,6.213240944627e-05
20,5,23,1.907408628281e-04
20,6,23,5.402996564607e-04
20,7,23,1.410537745155e-03
20,8,23,3.389204121330e-03
20,9,23,7.482613985744e-03
20,10,23,1.514773265604e-02
20,11,23,2.804104448660e-02
20,12,23,4.728794763567e-02
20,13,23,7.224251451083e-02
20,14,23,9.909587517369e-02
20,15,23,1.201495725412e-01
20,16,23,1.247230331046e-01
20,17,23,1.021419949387e-01
20,18,23,4.609785498743e-02
20,19,23,-4.146792587315e-02
20,20,23,-1.490111720555e-01
20,21,23,-2.575427267887e-01
20,22,23,-3.455501570933e-01
20,23,23,-3.947490953092e-01
20,24,23,-3.947490953092e-01
20,25,23,-3.455501570933e-01
20,26,23,-2.575427267887e-01
20,27,23,-1.490111720555e-01
20,28,23,-4.146792587315e-02
20,29,23,4.609785498743e-02
20,30,23,1.021419949387e-01
20,31,23,1.247230331046e-01
20,32,23,1.201495725412e-01
20,33,23,9.909587517369e-02
20,34,23,7.224251451083e-02
20,35,23,4.728794763567e-02
20,36,23,2.804104448660e-02
20,37,23,1.514773265604e-02
20,38,23,7.482613985744e-03
20,39,23,3.389204121330e-03
20,40,23,1.410537745155e-03
20,41,23,5.402996564607e-04
20,42,23,1.907408628281e-04
20,43,23,6.213240944627e-05
20,44,23,1.869176151487e-05
20,45,23,5.185776959221e-06
20,46,23,1.268000368189e-06
20,47,23,0.000000000000e+00
20,0,24,0.000000000000e+00
20,1,24,1.268000368189e-06
20,2,24,5.185776959221e-06
20,3,24,1.869176151487e-05
20,4,24,6.213240944627e-05
20,5,24,1.907408628281e-04
20,6,24,5.402996564607e-04
20,7,24,1.410537745155e-03
20,8,24,3.389204121330e-03
20,9,24,7.482613985744e-03
20,10,24,1.514773265604e-02
20,11,24,2.804104448660e-02
20,12,24,4.728794763567e-02
20,13,24,7.224251451083e-02
20,14,24,9.909587517369e-02
20,15,24,1.201495725412e-01
20,16,24,1.247230331046e-01
20,17,24,1.021419949387e-01
20,18,24,4.609785498743e-02
20,19,24,-4.146792587315e-02
20,20,24,-1.490111720555e-01
20,21,24,-2.575427267887e-01
20,22,24,-3.455501570933e-01
20,23,24,-3.947490953092e-01
20,24,24,-3.947490953092e-01
20,25,24,-3.455501570933e-01
20,26,24,-2.575427267887e-01
20,27,24,-1.490111720555e-01
20,28,24,-4.146792587315e-02
20,29,24,4.609785498743e-02
20,30,24,1.021419949387e-01
20,31,24,1.247230331046e-01
20,32,24,1.201495725412e-01
20,33,24,9.909587517369e-02
20,34,24,7.224251451083e-02
20,35,24,4.728794763567e-02
20,36,24,2.804104448660e-02
20,37,24,1.514773265604e-02
20,38,24,7.482613985744e-03
20,39,24,3.389204121330e-03
20,40,24,1.410537745155e-03
20,41,24,5.402996564607e-04
20,42,24,1.907408628281e-04
20,43,24,6.213240944627e-05
20,44,24,1.869176151487e-05
20,45,24,5.185776959221e-06
20,46,24,1.268000368189e-06
20,47,24,0.000000000000e+00
20,0,25,0.000000000000e+00
20,1,25,1.185304268723e-06
20,2,25,4.852411100515e-06
20,3,25,1.751104388333e-05
20,4,25,5.828516520144e-05
20,5,25,1.791962666974e-04
20,6,25,5.084480574106e-04
20,7,25,1.329913740200e-03
20,8,25,3.202500180749e-03
20,9,25,7.088577920908e-03
20,10,25,1.439399357415e-02
20,11,25,2.674531494121e-02
20,12,25,4.531486749846e-02
20,13,25,6.965455220763e-02
20,14,25,9.636167551424e-02
20,15,25,1.183370438619e-01
20,16,25,1.255581930299e-01
20,17,25,1.078240963686e-01
20,18,25,5.885131120122e-02
20,19,25,-1.998717255754e-02
20,20,25,-1.182392182281e-01
20,21,25,-2.182638461598e-01
20,22,25,-2.998177518846e-01
20,23,25,-3.455501570933e-01
20,24,25,-3.455501570933e-01
20,25,25,-2.998177518846e-01
20,26,25,-2.182638461598e-01
20,27,25,-1.182392182281e-01
20,28,25,-1.998717255754e-02
20,29,25,5.885131120122e-02
20,30,25,1.078240963686e-01
20,31,25,1.255581930299e-01
20,32,25,1.183370438619e-01
20,33,25,9.636167551424e-02
20,34,25,6.965455220763e-02
20,35,25,4.531486749846e-02
20,36,25,2.674531494121e-02
20,37,25,1.439399357415e-02
20,38,25,7.088577920908e-03
20,39,25,3.202500180749e-03
20,40,25,1.329913740200e-03
20,41,25,5.084480574106e-04
20,42,25,1.791962666974e-04
20,43,25,5.828516520144e-05
20,44,25,1.751104388333e-05
20,45,25,4.852411100515e-06
20,46,25,1.185304268723e-06
20,47,25,0.000000000000e+00
20,0,26,0.000000000000e+00
20,1,26,1.035677457390e-06
20,2,26,4.248257406884e-06
20,3,26,1.536704777690e-05
20,4,26,5.128361614236e-05
